make_id,make_name,vehicle_type_id,vehicle_type_name,source_url,fetched_at_utc
7207,C-R CHEETAH RACE CARS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7225,PAS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7425,BUG MOTORS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7477,EXCALIBUR AUTOMOBILE CORPORATION,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7765,IVES MOTORS CORPORATION (IMC),2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
7836,AUTODELTA USA INC,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
8395,AUTOCAR LTD,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
8549,MOKE,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
8605,BBC,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
8785,"PHOENIX SPORTS CARS, INC.",2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9250,VECTOR AEROMOTIVE CORPORATION,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9326,CARBODIES,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9364,CREATIVE COACHWORKS INC.,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9376,WESTFALL MOTORS CORP.,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9401,CLENET,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9448,ELECTRIC CAR COMPANY,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9458,CX AUTOMOTIVE,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9533,LA EXOTICS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
9572,CLASSIC SPORTS CARS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
